date,detail,sub_detail,en_espanol,cases,new.cases,deaths,new.deaths,total state population,pct state population,"Cases per 10,000","Deaths per 10,000"
8/24/2020,Race or Ethnicity,Hispanic,Hispano,12708,33,57,1,232371,7.70%,546.8840776,2.452973908
8/24/2020,Race or Ethnicity,Multi-Racial,Multirracial,476,0,7,0,66392,2.20%,71.69538499,1.054343897
8/24/2020,Race or Ethnicity,Native American,Nativo Americano,174,0,3,0,30178,1.00%,57.65789648,0.9941016635
8/24/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2344,1,38,0,12071,0.40%,1941.844089,31.48040759
8/24/2020,Race or Ethnicity,White,Blanco,31295,157,428,4,2387083,79.10%,131.1014322,1.792983319
8/23/2020,Age,0-17,,7261,70,0,0,,,,
8/23/2020,Age,18-24,,7567,41,0,0,,,,
8/23/2020,Age,25-44,,20216,116,35,0,,,,
8/23/2020,Age,45-64,,14976,92,165,3,,,,
8/23/2020,Age,65+,,6554,56,487,10,,,,
8/23/2020,Facility Type,Broader Community,Comunidad más amplia,47099,336,410,2,,,,
8/23/2020,Facility Type,Corrections,Intalación correccional,6608,24,36,1,,,,
8/23/2020,Facility Type,Nursing Home,Asilo de ancianos,2867,15,241,10,,,,
8/23/2020,Gender,Female,Mujeres,27150,194,NA,NA,,,,
8/23/2020,Gender,Gender Unknown,Género desconocidos,121,-1,NA,NA,,,,
8/23/2020,Gender,Male,Hombres,29303,182,NA,NA,,,,
8/23/2020,Race or Ethnicity,African American,Afroamericano,12721,76,171,1,473795,15.70%,268.4916472,3.609155859
8/23/2020,Race or Ethnicity,Asian,Asiático,781,5,9,0,51303,1.70%,152.2328129,1.754283375
8/23/2020,Race or Ethnicity,Hispanic,Hispano,12675,64,56,0,232371,7.70%,545.4639348,2.409939278
8/23/2020,Race or Ethnicity,Multi-Racial,Multirracial,476,2,7,0,66392,2.20%,71.69538499,1.054343897
8/23/2020,Race or Ethnicity,Native American,Nativo Americano,174,4,3,0,30178,1.00%,57.65789648,0.9941016635
8/23/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2343,2,38,-1,12071,0.40%,1941.015657,31.48040759
8/23/2020,Race or Ethnicity,White,Blanco,31138,275,424,11,2387083,79.10%,130.4437257,1.776226466
8/22/2020,Age,0-17,,7191,72,0,0,,,,
8/22/2020,Age,18-24,,7526,60,0,0,,,,
8/22/2020,Age,25-44,,20100,190,35,0,,,,
8/22/2020,Age,45-64,,14884,145,162,1,,,,
8/22/2020,Age,65+,,6498,80,477,10,,,,
8/22/2020,Facility Type,Broader Community,Comunidad más amplia,46763,-1432,408,-35,,,,
8/22/2020,Facility Type,Corrections,Intalación correccional,6584,56,35,3,,,,
8/22/2020,Facility Type,Nursing Home,Asilo de ancianos,2852,1923,231,43,,,,
8/22/2020,Gender,Female,Mujeres,26956,288,NA,NA,,,,
8/22/2020,Gender,Gender Unknown,Género desconocidos,122,3,NA,NA,,,,
8/22/2020,Gender,Male,Hombres,29121,256,NA,NA,,,,
8/22/2020,Race or Ethnicity,African American,Afroamericano,12645,449,170,0,473795,15.70%,266.887578,3.588049684
8/22/2020,Race or Ethnicity,Asian,Asiático,776,17,9,0,51303,1.70%,151.258211,1.754283375
8/22/2020,Race or Ethnicity,Hispanic,Hispano,12611,312,56,1,232371,7.70%,542.7097185,2.409939278
8/22/2020,Race or Ethnicity,Multi-Racial,Multirracial,474,1,7,0,66392,2.20%,71.39414387,1.054343897
8/22/2020,Race or Ethnicity,Native American,Nativo Americano,170,8,3,0,30178,1.00%,56.3324276,0.9941016635
8/22/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2341,57,39,1,12071,0.40%,1939.358794,32.30883937
8/22/2020,Race or Ethnicity,White,Blanco,30863,1293,413,12,2387083,79.10%,129.291692,1.730145119
8/21/2020,Age,0-17,,7119,173,0,0,,,,
8/21/2020,Age,18-24,,7466,99,0,0,,,,
8/21/2020,Age,25-44,,19910,262,35,1,,,,
8/21/2020,Age,45-64,,14739,229,161,0,,,,
8/21/2020,Age,65+,,6418,124,467,21,,,,
8/21/2020,Facility Type,Broader Community,Comunidad más amplia,48195,846,443,10,,,,
8/21/2020,Facility Type,Corrections,Intalación correccional,6528,27,32,0,,,,
8/21/2020,Facility Type,Nursing Home,Asilo de ancianos,929,14,188,12,,,,
8/21/2020,Gender,Female,Mujeres,26668,460,NA,NA,,,,
8/21/2020,Gender,Gender Unknown,Género desconocidos,119,11,NA,NA,,,,
8/21/2020,Gender,Male,Hombres,28865,416,NA,NA,,,,
8/21/2020,Race or Ethnicity,African American,Afroamericano,12196,157,170,5,473795,15.70%,257.4109056,3.588049684
8/21/2020,Race or Ethnicity,Asian,Asiático,759,4,9,0,51303,1.70%,147.9445646,1.754283375
8/21/2020,Race or Ethnicity,Hispanic,Hispano,12299,105,55,-1,232371,7.70%,529.282914,2.366904648
8/21/2020,Race or Ethnicity,Multi-Racial,Multirracial,473,5,7,0,66392,2.20%,71.24352332,1.054343897
8/21/2020,Race or Ethnicity,Native American,Nativo Americano,162,1,3,0,30178,1.00%,53.68148983,0.9941016635
8/21/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2284,16,38,2,12071,0.40%,1892.138182,31.48040759
8/21/2020,Race or Ethnicity,White,Blanco,29570,406,401,13,2387083,79.10%,123.8750391,1.679874558
8/20/2020,Age,0-17,,6946,83,0,0,,,,
8/20/2020,Age,18-24,,7367,42,0,0,,,,
8/20/2020,Age,25-44,,19648,182,34,0,,,,
8/20/2020,Age,45-64,,14510,152,161,2,,,,
8/20/2020,Age,65+,,6294,90,446,8,,,,
8/20/2020,Facility Type,Broader Community,Comunidad más amplia,47349,485,433,6,,,,
8/20/2020,Facility Type,Corrections,Intalación correccional,6501,50,32,0,,,,
8/20/2020,Facility Type,Nursing Home,Asilo de ancianos,915,14,176,4,,,,
8/20/2020,Gender,Female,Mujeres,26208,288,NA,NA,,,,
8/20/2020,Gender,Gender Unknown,Género desconocidos,108,2,NA,NA,,,,
8/20/2020,Gender,Male,Hombres,28449,259,NA,NA,,,,
8/20/2020,Race or Ethnicity,African American,Afroamericano,12039,130,165,2,473795,15.70%,254.0972361,3.482518811
8/20/2020,Race or Ethnicity,Asian,Asiático,755,8,9,0,51303,1.70%,147.1648831,1.754283375
8/20/2020,Race or Ethnicity,Hispanic,Hispano,12194,98,56,1,232371,7.70%,524.7642778,2.409939278
8/20/2020,Race or Ethnicity,Multi-Racial,Multirracial,468,3,7,0,66392,2.20%,70.49042053,1.054343897
8/20/2020,Race or Ethnicity,Native American,Nativo Americano,161,0,3,0,30178,1.00%,53.35012261,0.9941016635
8/20/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2268,4,36,0,12071,0.40%,1878.883274,29.82354403
8/20/2020,Race or Ethnicity,White,Blanco,29164,393,388,5,2387083,79.10%,122.1742185,1.625414784
8/19/2020,Age,0-17,,6863,100,0,0,,,,
8/19/2020,Age,18-24,,7325,102,0,0,,,,
8/19/2020,Age,25-44,,19466,218,34,0,,,,
8/19/2020,Age,45-64,,14358,188,159,3,,,,
8/19/2020,Age,65+,,6204,121,438,9,,,,
8/19/2020,Facility Type,Broader Community,Comunidad más amplia,46864,643,427,9,,,,
8/19/2020,Facility Type,Corrections,Intalación correccional,6451,76,32,0,,,,
8/19/2020,Facility Type,Nursing Home,Asilo de ancianos,901,10,172,3,,,,
8/19/2020,Gender,Female,Mujeres,25920,376,NA,NA,,,,
8/19/2020,Gender,Gender Unknown,Género desconocidos,106,3,NA,NA,,,,
8/19/2020,Gender,Male,Hombres,28190,350,NA,NA,,,,
8/19/2020,Race or Ethnicity,African American,Afroamericano,11909,166,163,0,473795,15.70%,251.3534334,3.440306462
8/19/2020,Race or Ethnicity,Asian,Asiático,747,7,9,0,51303,1.70%,145.6055201,1.754283375
8/19/2020,Race or Ethnicity,Hispanic,Hispano,12096,116,55,0,232371,7.70%,520.5468841,2.366904648
8/19/2020,Race or Ethnicity,Multi-Racial,Multirracial,465,1,7,0,66392,2.20%,70.03855886,1.054343897
8/19/2020,Race or Ethnicity,Native American,Nativo Americano,161,4,3,0,30178,1.00%,53.35012261,0.9941016635
8/19/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2264,8,36,0,12071,0.40%,1875.569547,29.82354403
8/19/2020,Race or Ethnicity,White,Blanco,28771,453,383,14,2387083,79.10%,120.5278576,1.604468718
8/18/2020,Age,0-17,,6763,43,0,0,,,,
8/18/2020,Age,18-24,,7223,55,0,0,,,,
8/18/2020,Age,25-44,,19248,135,34,2,,,,
8/18/2020,Age,45-64,,14170,103,156,6,,,,
8/18/2020,Age,65+,,6083,74,429,8,,,,
8/18/2020,Facility Type,Broader Community,Comunidad más amplia,46221,361,418,13,,,,
8/18/2020,Facility Type,Corrections,Intalación correccional,6375,40,32,1,,,,
8/18/2020,Facility Type,Nursing Home,Asilo de ancianos,891,9,169,2,,,,
8/18/2020,Gender,Female,Mujeres,25544,225,NA,NA,,,,
8/18/2020,Gender,Gender Unknown,Género desconocidos,103,9,NA,NA,,,,
8/18/2020,Gender,Male,Hombres,27840,174,NA,NA,,,,
8/18/2020,Race or Ethnicity,African American,Afroamericano,11743,108,163,4,473795,15.70%,247.8498085,3.440306462
8/18/2020,Race or Ethnicity,Asian,Asiático,740,12,9,0,51303,1.70%,144.2410775,1.754283375
8/18/2020,Race or Ethnicity,Hispanic,Hispano,11980,124,55,1,232371,7.70%,515.554867,2.366904648
8/18/2020,Race or Ethnicity,Multi-Racial,Multirracial,464,5,7,0,66392,2.20%,69.88793831,1.054343897
8/18/2020,Race or Ethnicity,Native American,Nativo Americano,157,4,3,0,30178,1.00%,52.02465372,0.9941016635
8/18/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2256,9,36,1,12071,0.40%,1868.942093,29.82354403
8/18/2020,Race or Ethnicity,White,Blanco,28318,418,369,7,2387083,79.10%,118.630144,1.545819731
8/17/2020,Age,0-17,,6720,74,0,0,,,,
8/17/2020,Age,18-24,,7168,51,0,0,,,,
8/17/2020,Age,25-44,,19113,129,32,0,,,,
8/17/2020,Age,45-64,,14067,1100,150,2,,,,
8/17/2020,Age,65+,,6009,58,421,3,,,,
8/17/2020,Facility Type,Broader Community,Comunidad más amplia,45860,398,405,4,,,,
8/17/2020,Facility Type,Corrections,Intalación correccional,6335,12,31,0,,,,
8/17/2020,Facility Type,Nursing Home,Asilo de ancianos,882,2,167,0,,,,
8/17/2020,Gender,Female,Mujeres,25319,200,NA,NA,,,,
8/17/2020,Gender,Gender Unknown,Género desconocidos,92,3,NA,NA,,,,
8/17/2020,Gender,Male,Hombres,27666,209,NA,NA,,,,
8/17/2020,Race or Ethnicity,African American,Afroamericano,11635,69,159,1,473795,15.70%,245.5703416,3.355881763
8/17/2020,Race or Ethnicity,Asian,Asiático,728,2,9,0,51303,1.70%,141.902033,1.754283375
8/17/2020,Race or Ethnicity,Hispanic,Hispano,11856,60,54,0,232371,7.70%,510.2185729,2.323870018
8/17/2020,Race or Ethnicity,Multi-Racial,Multirracial,459,3,7,0,66392,2.20%,69.13483552,1.054343897
8/17/2020,Race or Ethnicity,Native American,Nativo Americano,153,0,3,0,30178,1.00%,50.69918484,0.9941016635
8/17/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2247,5,35,0,12071,0.40%,1861.486207,28.99511225
8/17/2020,Race or Ethnicity,White,Blanco,27900,165,362,3,2387083,79.10%,116.8790528,1.516495237
8/16/2020,Age,0-17,,6646,86,0,0,,,,
8/16/2020,Age,18-24,,7117,78,0,0,,,,
8/16/2020,Age,25-44,,18984,287,32,0,,,,
8/16/2020,Age,45-64,,12967,155,148,0,,,,
8/16/2020,Age,65+,,5951,29,419,-1,,,,
8/16/2020,Facility Type,Broader Community,Comunidad más amplia,45462,468,401,-8,,,,
8/16/2020,Facility Type,Corrections,Intalación correccional,6323,197,31,0,,,,
8/16/2020,Facility Type,Nursing Home,Asilo de ancianos,880,8,167,7,,,,
8/16/2020,Gender,Female,Mujeres,25119,275,NA,NA,,,,
8/16/2020,Gender,Gender Unknown,Género desconocidos,89,15,NA,NA,,,,
8/16/2020,Gender,Male,Hombres,27457,383,NA,NA,,,,
8/16/2020,Race or Ethnicity,African American,Afroamericano,11566,149,158,0,473795,15.70%,244.1140156,3.334775589
8/16/2020,Race or Ethnicity,Asian,Asiático,726,8,9,0,51303,1.70%,141.5121923,1.754283375
8/16/2020,Race or Ethnicity,Hispanic,Hispano,11796,50,54,0,232371,7.70%,507.6364951,2.323870018
8/16/2020,Race or Ethnicity,Multi-Racial,Multirracial,456,3,7,0,66392,2.20%,68.68297385,1.054343897
8/16/2020,Race or Ethnicity,Native American,Nativo Americano,153,0,3,0,30178,1.00%,50.69918484,0.9941016635
8/16/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2242,8,35,0,12071,0.40%,1857.344048,28.99511225
8/16/2020,Race or Ethnicity,White,Blanco,27735,240,359,-1,2387083,79.10%,116.1878326,1.503927597
8/15/2020,Age,0-17,,6560,-5,0,0,,,,
8/15/2020,Age,18-24,,7039,-91,0,0,,,,
8/15/2020,Age,25-44,,18697,-148,32,1,,,,
8/15/2020,Age,45-64,,13812,-118,148,1,,,,
8/15/2020,Age,65+,,5922,-38,420,11,,,,
8/15/2020,Facility Type,Broader Community,Comunidad más amplia,44994,-491,409,19,,,,
8/15/2020,Facility Type,Corrections,Intalación correccional,6126,118,31,-2,,,,
8/15/2020,Facility Type,Nursing Home,Asilo de ancianos,872,-27,160,-4,,,,
8/15/2020,Gender,Female,Mujeres,24844,-209,NA,NA,,,,
8/15/2020,Gender,Gender Unknown,Género desconocidos,74,-6,NA,NA,,,,
8/15/2020,Gender,Male,Hombres,27074,-185,NA,NA,,,,
8/15/2020,Race or Ethnicity,African American,Afroamericano,11417,3,158,3,473795,15.70%,240.9691955,3.334775589
8/15/2020,Race or Ethnicity,Asian,Asiático,718,-1,9,1,51303,1.70%,139.9528293,1.754283375
8/15/2020,Race or Ethnicity,Hispanic,Hispano,11746,-43,54,0,232371,7.70%,505.4847636,2.323870018
8/15/2020,Race or Ethnicity,Multi-Racial,Multirracial,453,-8,7,0,66392,2.20%,68.23111218,1.054343897
8/15/2020,Race or Ethnicity,Native American,Nativo Americano,153,-14,3,0,30178,1.00%,50.69918484,0.9941016635
8/15/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2234,-12,35,0,12071,0.40%,1850.716593,28.99511225
8/15/2020,Race or Ethnicity,White,Blanco,27495,-87,360,7,2387083,79.10%,115.1824214,1.50811681
8/14/2020,Age,0-17,,6565,85,0,0,,,,
8/14/2020,Age,18-24,,7130,58,0,0,,,,
8/14/2020,Age,25-44,,18845,222,31,0,,,,
8/14/2020,Age,45-64,,13930,160,147,2,,,,
8/14/2020,Age,65+,,5922,101,409,3,,,,
8/14/2020,Facility Type,Broader Community,Comunidad más amplia,45485,432,390,3,,,,
8/14/2020,Facility Type,Corrections,Intalación correccional,6008,189,33,1,,,,
8/14/2020,Facility Type,Nursing Home,Asilo de ancianos,899,5,164,1,,,,
8/14/2020,Gender,Female,Mujeres,25053,251,NA,NA,,,,
8/14/2020,Gender,Gender Unknown,Género desconocidos,80,3,NA,NA,,,,
8/14/2020,Gender,Male,Hombres,27259,372,NA,NA,,,,
8/14/2020,Race or Ethnicity,African American,Afroamericano,11414,200,155,1,473795,15.70%,240.905877,3.271457065
8/14/2020,Race or Ethnicity,Asian,Asiático,719,8,8,0,51303,1.70%,140.1477496,1.559363
8/14/2020,Race or Ethnicity,Hispanic,Hispano,11789,145,54,0,232371,7.70%,507.3352527,2.323870018
8/14/2020,Race or Ethnicity,Multi-Racial,Multirracial,461,3,7,0,66392,2.20%,69.43607664,1.054343897
8/14/2020,Race or Ethnicity,Native American,Nativo Americano,167,4,3,0,30178,1.00%,55.33832593,0.9941016635
8/14/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2246,11,35,0,12071,0.40%,1860.657775,28.99511225
8/14/2020,Race or Ethnicity,White,Blanco,27582,604,353,4,2387083,79.10%,115.546883,1.478792317
8/13/2020,Age,0-17,,6480,85,0,0,,,,
8/13/2020,Age,18-24,,7072,99,0,0,,,,
8/13/2020,Age,25-44,,18623,195,31,0,,,,
8/13/2020,Age,45-64,,13770,172,145,2,,,,
8/13/2020,Age,65+,,5821,101,406,7,,,,
8/13/2020,Facility Type,Broader Community,Comunidad más amplia,45053,629,387,-4,,,,
8/13/2020,Facility Type,Corrections,Intalación correccional,5819,13,32,1,,,,
8/13/2020,Facility Type,Nursing Home,Asilo de ancianos,894,10,163,2,,,,
8/13/2020,Gender,Female,Mujeres,24802,354,NA,NA,,,,
8/13/2020,Gender,Gender Unknown,Género desconocidos,77,-1,NA,NA,,,,
8/13/2020,Gender,Male,Hombres,26887,299,NA,NA,,,,
8/13/2020,Race or Ethnicity,African American,Afroamericano,11214,167,154,1,473795,15.70%,236.6846421,3.25035089
8/13/2020,Race or Ethnicity,Asian,Asiático,711,5,8,0,51303,1.70%,138.5883866,1.559363
8/13/2020,Race or Ethnicity,Hispanic,Hispano,11644,153,54,0,232371,7.70%,501.0952313,2.323870018
8/13/2020,Race or Ethnicity,Multi-Racial,Multirracial,458,1,7,1,66392,2.20%,68.98421497,1.054343897
8/13/2020,Race or Ethnicity,Native American,Nativo Americano,163,10,3,0,30178,1.00%,54.01285705,0.9941016635
8/13/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2235,5,35,0,12071,0.40%,1851.545025,28.99511225
8/13/2020,Race or Ethnicity,White,Blanco,26978,489,349,8,2387083,79.10%,113.0165981,1.462035463
8/12/2020,Age,0-17,,6395,88,0,0,,,,
8/12/2020,Age,18-24,,6973,72,0,0,,,,
8/12/2020,Age,25-44,,18428,209,31,1,,,,
8/12/2020,Age,45-64,,13598,216,143,2,,,,
8/12/2020,Age,65+,,5720,118,399,4,,,,
8/12/2020,Facility Type,Broader Community,Comunidad más amplia,44424,658,391,16,,,,
8/12/2020,Facility Type,Corrections,Intalación correccional,5806,24,31,0,,,,
8/12/2020,Facility Type,Nursing Home,Asilo de ancianos,884,21,161,1,,,,
8/12/2020,Gender,Female,Mujeres,24448,402,NA,NA,,,,
8/12/2020,Gender,Gender Unknown,Género desconocidos,78,-5,NA,NA,,,,
8/12/2020,Gender,Male,Hombres,26588,306,NA,NA,,,,
8/12/2020,Race or Ethnicity,African American,Afroamericano,11047,207,153,3,473795,15.70%,233.1599109,3.229244716
8/12/2020,Race or Ethnicity,Asian,Asiático,706,9,8,0,51303,1.70%,137.6137848,1.559363
8/12/2020,Race or Ethnicity,Hispanic,Hispano,11491,153,54,2,232371,7.70%,494.5109329,2.323870018
8/12/2020,Race or Ethnicity,Multi-Racial,Multirracial,457,5,6,0,66392,2.20%,68.83359441,0.9037233402
8/12/2020,Race or Ethnicity,Native American,Nativo Americano,153,5,3,0,30178,1.00%,50.69918484,0.9941016635
8/12/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2230,4,35,0,12071,0.40%,1847.402866,28.99511225
8/12/2020,Race or Ethnicity,White,Blanco,26489,573,341,5,2387083,79.10%,110.9680727,1.428521756
8/11/2020,Age,0-17,,6307,59,0,0,,,,
8/11/2020,Age,18-24,,6901,55,0,0,,,,
8/11/2020,Age,25-44,,18219,102,30,1,,,,
8/11/2020,Age,45-64,,13382,105,141,2,,,,
8/11/2020,Age,65+,,5602,62,395,8,,,,
8/11/2020,Facility Type,Broader Community,Comunidad más amplia,43766,300,375,6,,,,
8/11/2020,Facility Type,Corrections,Intalación correccional,5782,69,31,1,,,,
8/11/2020,Facility Type,Nursing Home,Asilo de ancianos,863,14,160,4,,,,
8/11/2020,Gender,Female,Mujeres,24046,209,NA,NA,,,,
8/11/2020,Gender,Gender Unknown,Género desconocidos,83,-31,NA,NA,,,,
8/11/2020,Gender,Male,Hombres,26282,205,NA,NA,,,,
8/11/2020,Race or Ethnicity,African American,Afroamericano,10840,158,150,3,473795,15.70%,228.7909328,3.165926192
8/11/2020,Race or Ethnicity,Asian,Asiático,697,7,8,0,51303,1.70%,135.8595014,1.559363
8/11/2020,Race or Ethnicity,Hispanic,Hispano,11338,173,52,1,232371,7.70%,487.9266346,2.237800758
8/11/2020,Race or Ethnicity,Multi-Racial,Multirracial,452,6,6,0,66392,2.20%,68.08049163,0.9037233402
8/11/2020,Race or Ethnicity,Native American,Nativo Americano,148,3,3,0,30178,1.00%,49.04234873,0.9941016635
8/11/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2226,2,35,0,12071,0.40%,1844.089139,28.99511225
8/11/2020,Race or Ethnicity,White,Blanco,25916,424,336,9,2387083,79.10%,108.5676535,1.40757569
8/10/2020,Age,0-17,,6248,89,0,0,,,,
8/10/2020,Age,18-24,,6846,78,0,0,,,,
8/10/2020,Age,25-44,,18117,217,29,0,,,,
8/10/2020,Age,45-64,,13277,161,139,4,,,,
8/10/2020,Age,65+,,5540,100,387,7,,,,
8/10/2020,Facility Type,Broader Community,Comunidad más amplia,43466,623,369,4,,,,
8/10/2020,Facility Type,Corrections,Intalación correccional,5713,13,30,0,,,,
8/10/2020,Facility Type,Nursing Home,Asilo de ancianos,849,9,156,7,,,,
8/10/2020,Gender,Female,Mujeres,23837,330,NA,NA,,,,
8/10/2020,Gender,Gender Unknown,Género desconocidos,114,7,NA,NA,,,,
8/10/2020,Gender,Male,Hombres,26077,308,NA,NA,,,,
8/10/2020,Race or Ethnicity,African American,Afroamericano,10682,113,147,0,473795,15.70%,225.4561572,3.102607668
8/10/2020,Race or Ethnicity,Asian,Asiático,690,4,8,0,51303,1.70%,134.4950588,1.559363
8/10/2020,Race or Ethnicity,Hispanic,Hispano,11165,84,51,1,232371,7.70%,480.4816436,2.194766128
8/10/2020,Race or Ethnicity,Multi-Racial,Multirracial,448,1,6,0,66392,2.20%,67.4780094,0.9037233402
8/10/2020,Race or Ethnicity,Native American,Nativo Americano,145,2,3,1,30178,1.00%,48.04824707,0.9941016635
8/10/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2224,4,35,0,12071,0.40%,1842.432276,28.99511225
8/10/2020,Race or Ethnicity,White,Blanco,25492,314,327,8,2387083,79.10%,106.791427,1.369872769
8/9/2020,Age,0-17,,6159,92,0,0,,,,
8/9/2020,Age,18-24,,6768,64,0,0,,,,
8/9/2020,Age,25-44,,17900,212,29,0,,,,
8/9/2020,Age,45-64,,13116,145,135,3,,,,
8/9/2020,Age,65+,,5440,59,380,6,,,,
8/9/2020,Facility Type,Broader Community,Comunidad más amplia,42843,432,365,2,,,,
8/9/2020,Facility Type,Corrections,Intalación correccional,5700,133,30,0,,,,
8/9/2020,Facility Type,Nursing Home,Asilo de ancianos,840,7,149,7,,,,
8/9/2020,Gender,Female,Mujeres,23507,261,NA,NA,,,,
8/9/2020,Gender,Gender Unknown,Género desconocidos,107,7,NA,NA,,,,
8/9/2020,Gender,Male,Hombres,25769,304,NA,NA,,,,
8/9/2020,Race or Ethnicity,African American,Afroamericano,10569,129,147,4,473795,15.70%,223.0711595,3.102607668
8/9/2020,Race or Ethnicity,Asian,Asiático,686,0,8,0,51303,1.70%,133.7153773,1.559363
8/9/2020,Race or Ethnicity,Hispanic,Hispano,11081,80,50,0,232371,7.70%,476.8667347,2.151731498
8/9/2020,Race or Ethnicity,Multi-Racial,Multirracial,447,0,6,0,66392,2.20%,67.32738884,0.9037233402
8/9/2020,Race or Ethnicity,Native American,Nativo Americano,143,3,2,0,30178,1.00%,47.38551263,0.6627344423
8/9/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2220,11,35,0,12071,0.40%,1839.118549,28.99511225
8/9/2020,Race or Ethnicity,White,Blanco,25178,313,319,4,2387083,79.10%,105.476014,1.336359063
8/8/2020,Age,0-17,,6067,78,0,0,,,,
8/8/2020,Age,18-24,,6704,105,0,0,,,,
8/8/2020,Age,25-44,,17688,267,29,0,,,,
8/8/2020,Age,45-64,,12971,223,132,2,,,,
8/8/2020,Age,65+,,5381,99,374,12,,,,
8/8/2020,Facility Type,Broader Community,Comunidad más amplia,42411,690,363,7,,,,
8/8/2020,Facility Type,Corrections,Intalación correccional,5567,74,30,0,,,,
8/8/2020,Facility Type,Nursing Home,Asilo de ancianos,833,8,142,7,,,,
8/8/2020,Gender,Female,Mujeres,23246,399,NA,NA,,,,
8/8/2020,Gender,Gender Unknown,Género desconocidos,100,-21,NA,NA,,,,
8/8/2020,Gender,Male,Hombres,25465,394,NA,NA,,,,
8/8/2020,Race or Ethnicity,African American,Afroamericano,10440,156,143,3,473795,15.70%,220.3484629,3.018182969
8/8/2020,Race or Ethnicity,Asian,Asiático,686,13,8,1,51303,1.70%,133.7153773,1.559363
8/8/2020,Race or Ethnicity,Hispanic,Hispano,11001,116,50,2,232371,7.70%,473.4239643,2.151731498
8/8/2020,Race or Ethnicity,Multi-Racial,Multirracial,447,7,6,0,66392,2.20%,67.32738884,0.9037233402
8/8/2020,Race or Ethnicity,Native American,Nativo Americano,140,2,2,0,30178,1.00%,46.39141096,0.6627344423
8/8/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2209,1,35,0,12071,0.40%,1830.005799,28.99511225
8/8/2020,Race or Ethnicity,White,Blanco,24865,451,315,10,2387083,79.10%,104.1647902,1.319602209
8/7/2020,Age,0-17,,5989,17,0,0,,,,
8/7/2020,Age,18-24,,6599,141,0,0,,,,
8/7/2020,Age,25-44,,17421,428,29,0,,,,
8/7/2020,Age,45-64,,12748,304,130,3,,,,
8/7/2020,Age,65+,,5282,121,362,3,,,,
8/7/2020,Facility Type,Broader Community,Comunidad más amplia,41721,736,356,4,,,,
8/7/2020,Facility Type,Corrections,Intalación correccional,5493,168,30,0,,,,
8/7/2020,Facility Type,Nursing Home,Asilo de ancianos,825,17,135,2,,,,
8/7/2020,Gender,Female,Mujeres,22847,454,NA,NA,,,,
8/7/2020,Gender,Gender Unknown,Género desconocidos,121,1,NA,NA,,,,
8/7/2020,Gender,Male,Hombres,25071,556,NA,NA,,,,
8/7/2020,Race or Ethnicity,African American,Afroamericano,10284,210,140,2,473795,15.70%,217.0558997,2.954864446
8/7/2020,Race or Ethnicity,Asian,Asiático,673,4,7,0,51303,1.70%,131.1814124,1.364442625
8/7/2020,Race or Ethnicity,Hispanic,Hispano,10885,142,48,2,232371,7.70%,468.4319472,2.065662238
8/7/2020,Race or Ethnicity,Multi-Racial,Multirracial,440,19,6,0,66392,2.20%,66.27304495,0.9037233402
8/7/2020,Race or Ethnicity,Native American,Nativo Americano,138,2,2,0,30178,1.00%,45.72867652,0.6627344423
8/7/2020,Race or Ethnicity,Pacific Islander,Oriundo de las Islas del Océano Pacífico,2208,10,35,0,12071,0.40%,1829.177367,28.99511225
8/7/2020,Race or Ethnicity,White,Blanco,24414,481,305,2,2387083,79.10%,102.275455,1.277710075
8/6/2020,Age,0-17,,5972,89,0,0,,,,
8/6/2020,Age,18-24,,6458,90,0,0,,,,
8/6/2020,Age,25-44,,16993,255,29,1,,,,
8/6/2020,Age,45-64,,12444,190,127,1,,,,
8/6/2020,Age,65+,,5161,111,359,5,,,,
8/6/2020,Facility Type,Broader Community,Comunidad más amplia,40895,680,352,6,,,,
8/6/2020,Facility Type,Corrections,Intalación correccional,5325,44,30,0,,,,
8/6/2020,Facility Type,Nursing Home,Asilo de ancianos,808,11,133,1,,,,
